seq_no,epoch,timestamp,ip,temp
233,1591468501,Sat Jun 6 11:35:01 PDT 2020,128.111.45.161,116.600000
234,1591468802,Sat Jun 6 11:40:02 PDT 2020,128.111.45.161,116.600000
235,1591469101,Sat Jun 6 11:45:01 PDT 2020,128.111.45.161,116.600000
236,1591469401,Sat Jun 6 11:50:01 PDT 2020,128.111.45.161,120.200000
237,1591469701,Sat Jun 6 11:55:01 PDT 2020,128.111.45.161,116.600000
238,1591470001,Sat Jun 6 12:00:01 PDT 2020,128.111.45.161,116.600000
239,1591470301,Sat Jun 6 12:05:01 PDT 2020,128.111.45.161,116.600000
240,1591470601,Sat Jun 6 12:10:01 PDT 2020,128.111.45.161,118.400000
241,1591470901,Sat Jun 6 12:15:01 PDT 2020,128.111.45.161,116.600000
242,1591471201,Sat Jun 6 12:20:01 PDT 2020,128.111.45.161,114.800000
243,1591471501,Sat Jun 6 12:25:01 PDT 2020,128.111.45.161,122.000000
244,1591471801,Sat Jun 6 12:30:01 PDT 2020,128.111.45.161,116.600000
245,1591472101,Sat Jun 6 12:35:01 PDT 2020,128.111.45.161,116.600000
246,1591472401,Sat Jun 6 12:40:01 PDT 2020,128.111.45.161,116.600000
247,1591472701,Sat Jun 6 12:45:01 PDT 2020,128.111.45.161,116.600000
248,1591473001,Sat Jun 6 12:50:01 PDT 2020,128.111.45.161,116.600000
249,1591473301,Sat Jun 6 12:55:01 PDT 2020,128.111.45.161,118.400000
250,1591473601,Sat Jun 6 13:00:01 PDT 2020,128.111.45.161,116.600000
251,1591473902,Sat Jun 6 13:05:02 PDT 2020,128.111.45.161,116.600000
252,1591474201,Sat Jun 6 13:10:01 PDT 2020,128.111.45.161,116.600000
253,1591474501,Sat Jun 6 13:15:01 PDT 2020,128.111.45.161,116.600000
254,1591474801,Sat Jun 6 13:20:01 PDT 2020,128.111.45.161,118.400000
255,1591475101,Sat Jun 6 13:25:01 PDT 2020,128.111.45.161,116.600000
256,1591475401,Sat Jun 6 13:30:01 PDT 2020,128.111.45.161,116.600000
257,1591475701,Sat Jun 6 13:35:01 PDT 2020,128.111.45.161,116.600000
258,1591476001,Sat Jun 6 13:40:01 PDT 2020,128.111.45.161,129.200000
259,1591476301,Sat Jun 6 13:45:01 PDT 2020,128.111.45.161,120.200000
260,1591476601,Sat Jun 6 13:50:01 PDT 2020,128.111.45.161,116.600000
261,1591476901,Sat Jun 6 13:55:01 PDT 2020,128.111.45.161,116.600000
262,1591477201,Sat Jun 6 14:00:01 PDT 2020,128.111.45.161,116.600000
263,1591477501,Sat Jun 6 14:05:01 PDT 2020,128.111.45.161,116.600000
264,1591477801,Sat Jun 6 14:10:01 PDT 2020,128.111.45.161,118.400000
265,1591478101,Sat Jun 6 14:15:01 PDT 2020,128.111.45.161,116.600000
266,1591478401,Sat Jun 6 14:20:01 PDT 2020,128.111.45.161,118.400000
267,1591478701,Sat Jun 6 14:25:01 PDT 2020,128.111.45.161,120.200000
268,1591479002,Sat Jun 6 14:30:02 PDT 2020,128.111.45.161,118.400000
269,1591479301,Sat Jun 6 14:35:01 PDT 2020,128.111.45.161,116.600000
270,1591479601,Sat Jun 6 14:40:01 PDT 2020,128.111.45.161,116.600000
271,1591479901,Sat Jun 6 14:45:01 PDT 2020,128.111.45.161,116.600000
272,1591480201,Sat Jun 6 14:50:01 PDT 2020,128.111.45.161,120.200000
273,1591480501,Sat Jun 6 14:55:01 PDT 2020,128.111.45.161,116.600000
274,1591480801,Sat Jun 6 15:00:01 PDT 2020,128.111.45.161,118.400000
275,1591481101,Sat Jun 6 15:05:01 PDT 2020,128.111.45.161,116.600000
276,1591481401,Sat Jun 6 15:10:01 PDT 2020,128.111.45.161,116.600000
277,1591481701,Sat Jun 6 15:15:01 PDT 2020,128.111.45.161,116.600000
278,1591482001,Sat Jun 6 15:20:01 PDT 2020,128.111.45.161,116.600000
279,1591482301,Sat Jun 6 15:25:01 PDT 2020,128.111.45.161,116.600000
280,1591482601,Sat Jun 6 15:30:01 PDT 2020,128.111.45.161,116.600000
281,1591482901,Sat Jun 6 15:35:01 PDT 2020,128.111.45.161,116.600000
282,1591483201,Sat Jun 6 15:40:01 PDT 2020,128.111.45.161,118.400000
283,1591483501,Sat Jun 6 15:45:01 PDT 2020,128.111.45.161,120.200000
284,1591483801,Sat Jun 6 15:50:01 PDT 2020,128.111.45.161,118.400000
285,1591484101,Sat Jun 6 15:55:01 PDT 2020,128.111.45.161,116.600000
286,1591484401,Sat Jun 6 16:00:01 PDT 2020,128.111.45.161,116.600000
287,1591484701,Sat Jun 6 16:05:01 PDT 2020,128.111.45.161,116.600000
288,1591485001,Sat Jun 6 16:10:01 PDT 2020,128.111.45.161,118.400000
289,1591485301,Sat Jun 6 16:15:01 PDT 2020,128.111.45.161,114.800000
290,1591485601,Sat Jun 6 16:20:01 PDT 2020,128.111.45.161,116.600000
291,1591485901,Sat Jun 6 16:25:01 PDT 2020,128.111.45.161,116.600000
292,1591486201,Sat Jun 6 16:30:01 PDT 2020,128.111.45.161,123.800000
293,1591486501,Sat Jun 6 16:35:01 PDT 2020,128.111.45.161,116.600000
294,1591486801,Sat Jun 6 16:40:01 PDT 2020,128.111.45.161,116.600000
295,1591487101,Sat Jun 6 16:45:01 PDT 2020,128.111.45.161,116.600000
296,1591487401,Sat Jun 6 16:50:01 PDT 2020,128.111.45.161,116.600000
297,1591487701,Sat Jun 6 16:55:01 PDT 2020,128.111.45.161,116.600000
298,1591488001,Sat Jun 6 17:00:01 PDT 2020,128.111.45.161,116.600000
299,1591488301,Sat Jun 6 17:05:01 PDT 2020,128.111.45.161,116.600000
300,1591488601,Sat Jun 6 17:10:01 PDT 2020,128.111.45.161,116.600000
301,1591488901,Sat Jun 6 17:15:01 PDT 2020,128.111.45.161,120.200000
302,1591489201,Sat Jun 6 17:20:01 PDT 2020,128.111.45.161,118.400000
303,1591489501,Sat Jun 6 17:25:01 PDT 2020,128.111.45.161,116.600000
304,1591489801,Sat Jun 6 17:30:01 PDT 2020,128.111.45.161,120.200000
305,1591490101,Sat Jun 6 17:35:01 PDT 2020,128.111.45.161,116.600000
306,1591490401,Sat Jun 6 17:40:01 PDT 2020,128.111.45.161,118.400000
307,1591490701,Sat Jun 6 17:45:01 PDT 2020,128.111.45.161,116.600000
308,1591491001,Sat Jun 6 17:50:01 PDT 2020,128.111.45.161,116.600000
309,1591491301,Sat Jun 6 17:55:01 PDT 2020,128.111.45.161,116.600000
310,1591491601,Sat Jun 6 18:00:01 PDT 2020,128.111.45.161,116.600000
311,1591491901,Sat Jun 6 18:05:01 PDT 2020,128.111.45.161,120.200000
312,1591492201,Sat Jun 6 18:10:01 PDT 2020,128.111.45.161,118.400000
313,1591492501,Sat Jun 6 18:15:01 PDT 2020,128.111.45.161,116.600000
314,1591492801,Sat Jun 6 18:20:01 PDT 2020,128.111.45.161,118.400000
315,1591493102,Sat Jun 6 18:25:02 PDT 2020,128.111.45.161,118.400000
316,1591493401,Sat Jun 6 18:30:01 PDT 2020,128.111.45.161,118.400000
317,1591493701,Sat Jun 6 18:35:01 PDT 2020,128.111.45.161,116.600000
318,1591494001,Sat Jun 6 18:40:01 PDT 2020,128.111.45.161,118.400000
319,1591494301,Sat Jun 6 18:45:01 PDT 2020,128.111.45.161,118.400000
320,1591494601,Sat Jun 6 18:50:01 PDT 2020,128.111.45.161,118.400000
321,1591494901,Sat Jun 6 18:55:01 PDT 2020,128.111.45.161,118.400000
322,1591495201,Sat Jun 6 19:00:01 PDT 2020,128.111.45.161,116.600000
323,1591495501,Sat Jun 6 19:05:01 PDT 2020,128.111.45.161,116.600000
324,1591495801,Sat Jun 6 19:10:01 PDT 2020,128.111.45.161,116.600000
325,1591496101,Sat Jun 6 19:15:01 PDT 2020,128.111.45.161,120.200000
326,1591496401,Sat Jun 6 19:20:01 PDT 2020,128.111.45.161,116.600000
327,1591496701,Sat Jun 6 19:25:01 PDT 2020,128.111.45.161,120.200000
328,1591497001,Sat Jun 6 19:30:01 PDT 2020,128.111.45.161,120.200000
329,1591497301,Sat Jun 6 19:35:01 PDT 2020,128.111.45.161,118.400000
330,1591497601,Sat Jun 6 19:40:01 PDT 2020,128.111.45.161,122.000000
